merchant_id,merchant_category,merchant_risk_score,channel_default
M104554,Grocery,0.313,Online Banking
M104555,Grocery,0.094,P2P
M104556,Marketplace,0.502,Wire
M104557,Utilities,0.721,Online Banking
M104558,Gaming,0.1,Wire
M104559,Digital Wallet,0.25,Card Present
M104560,Electronics,0.337,Wire
M104561,Grocery,0.088,Online Banking
M104562,Fuel,0.077,Card Not Present
M104563,Grocery,0.091,Online Banking
M104564,Fuel,0.461,P2P
M104565,Grocery,0.16,Card Present
M104566,Electronics,0.251,Online Banking
M104567,Fuel,0.113,P2P
M104568,Electronics,0.269,Card Present
M104569,Grocery,0.415,Online Banking
M104570,Fuel,0.309,Wire
M104571,Digital Wallet,0.072,Card Not Present
M104572,Utilities,0.483,Card Not Present
M104573,Gaming,0.191,Online Banking
M104574,Utilities,0.053,Card Not Present
M104575,Telecom,0.131,P2P
M104576,Gaming,0.282,P2P
M104577,Luxury,0.135,Card Not Present
M104578,Telecom,0.561,Online Banking
M104579,Luxury,0.673,P2P
M104580,Travel,0.058,Card Present
M104581,Electronics,0.229,Wire
M104582,Fuel,0.341,Online Banking
M104583,Electronics,0.39,Card Present
M104584,Gaming,0.413,P2P
M104585,Luxury,0.609,Card Not Present
M104586,Utilities,0.155,Card Present
M104587,Digital Wallet,0.363,P2P
M104588,Electronics,0.264,Card Present
M104589,Fuel,0.06,Card Not Present
M104590,Electronics,0.469,Wire
M104591,Marketplace,0.145,Card Present
M104592,Luxury,0.604,Card Not Present
M104593,Electronics,0.052,P2P
M104594,Digital Wallet,0.291,Card Not Present
M104595,Telecom,0.24,Wire
M104596,Grocery,0.163,Wire
M104597,Digital Wallet,0.612,Card Not Present
M104598,Gaming,0.171,Wire
M104599,Grocery,0.353,Card Present
M104600,Luxury,0.292,Wire
M104601,Marketplace,0.247,Card Present
M104602,Marketplace,0.316,Online Banking
M104603,Luxury,0.359,Wire
M104604,Luxury,0.136,Card Present
M104605,Digital Wallet,0.308,Online Banking
M104606,Travel,0.213,Online Banking
M104607,Marketplace,0.187,Online Banking
M104608,Gaming,0.323,P2P
M104609,Telecom,0.072,Wire
M104610,Travel,0.618,Card Present
M104611,Telecom,0.281,P2P
M104612,Telecom,0.39,P2P
M104613,Electronics,0.377,Card Present
M104614,Travel,0.158,Card Not Present
M104615,Electronics,0.177,Card Present
M104616,Gaming,0.174,Online Banking
M104617,Gaming,0.19,Online Banking
M104618,Travel,0.425,P2P
M104619,Gaming,0.097,Online Banking
M104620,Utilities,0.554,Card Not Present
M104621,Digital Wallet,0.162,P2P
M104622,Travel,0.449,Card Not Present
M104623,Electronics,0.315,Online Banking
M104624,Telecom,0.079,Online Banking
M104625,Fuel,0.442,P2P
M104626,Marketplace,0.365,Card Not Present
M104627,Electronics,0.148,Card Present
M104628,Digital Wallet,0.519,Wire
M104629,Telecom,0.319,Wire
M104630,Gaming,0.092,Card Present
M104631,Fuel,0.203,Wire
M104632,Telecom,0.071,Online Banking
M104633,Travel,0.578,Card Not Present
M104634,Gaming,0.302,P2P
M104635,Luxury,0.109,P2P
M104636,Telecom,0.021,Card Present
M104637,Electronics,0.209,Wire
M104638,Luxury,0.637,Online Banking
M104639,Fuel,0.218,Card Not Present
M104640,Gaming,0.101,P2P
M104641,Luxury,0.191,P2P
M104642,Electronics,0.136,Online Banking
M104643,Digital Wallet,0.117,Wire
M104644,Fuel,0.19,Online Banking
M104645,Luxury,0.304,P2P
M104646,Grocery,0.137,Card Present
M104647,Gaming,0.388,Card Present
M104648,Gaming,0.083,P2P
M104649,Grocery,0.058,Card Present
M104650,Gaming,0.069,Online Banking
M104651,Digital Wallet,0.228,Card Present
M104652,Fuel,0.398,Card Present
M104653,Electronics,0.012,Wire
M104654,Gaming,0.487,Card Present
M104655,Fuel,0.188,Card Present
M104656,Travel,0.427,Card Not Present
M104657,Telecom,0.475,P2P
M104658,Telecom,0.561,P2P
M104659,Telecom,0.374,P2P
M104660,Luxury,0.261,Wire
M104661,Fuel,0.479,Online Banking
M104662,Fuel,0.23,P2P
M104663,Grocery,0.44,Online Banking
M104664,Gaming,0.074,Card Not Present
M104665,Grocery,0.364,Wire
M104666,Fuel,0.122,Online Banking
M104667,Fuel,0.075,Card Present
M104668,Grocery,0.271,Card Present
M104669,Utilities,0.07,Card Not Present
M104670,Grocery,0.299,P2P
M104671,Electronics,0.148,P2P
M104672,Telecom,0.176,P2P
M104673,Gaming,0.377,Card Present
M104674,Digital Wallet,0.163,Wire
M104675,Marketplace,0.583,P2P
M104676,Marketplace,0.263,Card Not Present
M104677,Utilities,0.175,Wire
M104678,Gaming,0.024,P2P
M104679,Utilities,0.216,Card Present
M104680,Digital Wallet,0.135,Online Banking
M104681,Grocery,0.183,P2P
M104682,Luxury,0.155,Online Banking
M104683,Gaming,0.295,Card Present
M104684,Utilities,0.111,Card Not Present
M104685,Gaming,0.249,Card Not Present
M104686,Marketplace,0.12,Wire
M104687,Electronics,0.02,Card Present
M104688,Travel,0.309,Online Banking
M104689,Digital Wallet,0.478,Card Not Present
M104690,Travel,0.07,Card Present
M104691,Grocery,0.567,Online Banking
M104692,Electronics,0.475,Card Not Present
M104693,Electronics,0.121,P2P
M104694,Gaming,0.232,P2P
M104695,Luxury,0.206,Card Present
M104696,Electronics,0.443,Card Not Present
M104697,Luxury,0.077,Online Banking
M104698,Electronics,0.286,Card Not Present
M104699,Electronics,0.075,Card Present
M104700,Electronics,0.528,Card Not Present
M104701,Marketplace,0.247,Card Not Present
M104702,Travel,0.37,Card Present
M104703,Fuel,0.121,Wire
M104704,Utilities,0.234,Online Banking
M104705,Luxury,0.054,Card Present
M104706,Electronics,0.259,Card Present
M104707,Travel,0.458,Wire
M104708,Utilities,0.269,Wire
M104709,Grocery,0.193,P2P
M104710,Luxury,0.073,Card Not Present
M104711,Luxury,0.097,Card Present
M104712,Luxury,0.068,Wire
M104713,Utilities,0.121,P2P
M104714,Electronics,0.117,P2P
M104715,Digital Wallet,0.068,Wire
M104716,Luxury,0.632,P2P
M104717,Marketplace,0.063,Online Banking
M104718,Grocery,0.45,Card Present
M104719,Telecom,0.162,Card Present
M104720,Luxury,0.067,Online Banking
M104721,Utilities,0.08,P2P
M104722,Gaming,0.134,Card Not Present
M104723,Utilities,0.147,Card Not Present
M104724,Luxury,0.201,P2P
M104725,Marketplace,0.213,Card Present
M104726,Grocery,0.168,Card Not Present
M104727,Fuel,0.354,Card Present
M104728,Gaming,0.033,Wire
M104729,Electronics,0.053,Card Present
M104730,Telecom,0.198,P2P
M104731,Telecom,0.319,Online Banking
M104732,Gaming,0.686,Card Not Present
M104733,Utilities,0.376,Online Banking
M104734,Travel,0.181,Card Present
M104735,Fuel,0.427,Card Present
M104736,Telecom,0.378,Card Not Present
M104737,Electronics,0.292,Card Present
M104738,Utilities,0.114,Card Present
M104739,Gaming,0.513,Online Banking
M104740,Digital Wallet,0.313,Card Not Present
M104741,Utilities,0.08,Online Banking
M104742,Fuel,0.213,Online Banking
M104743,Fuel,0.225,Wire
M104744,Utilities,0.08,Card Present
M104745,Grocery,0.366,Card Present
M104746,Utilities,0.244,Card Present
M104747,Telecom,0.332,Wire
M104748,Electronics,0.291,Wire
M104749,Electronics,0.299,Card Present
M104750,Fuel,0.165,Card Present
M104751,Utilities,0.397,Card Not Present
M104752,Luxury,0.241,P2P
M104753,Travel,0.625,Card Present
M104754,Grocery,0.329,P2P
M104755,Grocery,0.071,P2P
M104756,Grocery,0.176,Wire
M104757,Digital Wallet,0.508,Card Not Present
M104758,Grocery,0.191,Wire
M104759,Telecom,0.138,Wire
M104760,Luxury,0.078,Wire
M104761,Marketplace,0.078,Wire
M104762,Gaming,0.159,P2P
M104763,Fuel,0.474,Card Not Present
M104764,Grocery,0.286,Online Banking
M104765,Utilities,0.355,Wire
M104766,Grocery,0.183,Wire
M104767,Utilities,0.221,Card Not Present
M104768,Gaming,0.451,Wire
M104769,Grocery,0.266,Wire
M104770,Gaming,0.046,Online Banking
M104771,Luxury,0.521,Wire
M104772,Digital Wallet,0.66,Card Not Present
M104773,Luxury,0.143,Card Not Present
M104774,Grocery,0.313,Online Banking
M104775,Grocery,0.094,P2P
M104776,Marketplace,0.502,Wire
M104777,Utilities,0.721,Online Banking
M104778,Gaming,0.1,Wire
M104779,Digital Wallet,0.25,Card Present
M104780,Electronics,0.337,Wire
M104781,Grocery,0.088,Online Banking
M104782,Fuel,0.077,Card Not Present
M104783,Grocery,0.091,Online Banking
M104784,Fuel,0.461,P2P
M104785,Grocery,0.16,Card Present
M104786,Electronics,0.251,Online Banking
M104787,Fuel,0.113,P2P
M104788,Electronics,0.269,Card Present
M104789,Grocery,0.415,Online Banking
M104790,Fuel,0.309,Wire
M104791,Digital Wallet,0.072,Card Not Present
M104792,Utilities,0.483,Card Not Present
M104793,Gaming,0.191,Online Banking
M104794,Utilities,0.053,Card Not Present
M104795,Telecom,0.131,P2P
M104796,Gaming,0.282,P2P
M104797,Luxury,0.135,Card Not Present
M104798,Telecom,0.561,Online Banking
M104799,Luxury,0.673,P2P
M104800,Travel,0.058,Card Present
M104801,Electronics,0.229,Wire
M104802,Fuel,0.341,Online Banking
M104803,Electronics,0.39,Card Present
M104804,Gaming,0.413,P2P
M104805,Luxury,0.609,Card Not Present
M104806,Utilities,0.155,Card Present
M104807,Digital Wallet,0.363,P2P
M104808,Electronics,0.264,Card Present
M104809,Fuel,0.06,Card Not Present
M104810,Electronics,0.469,Wire
M104811,Marketplace,0.145,Card Present
M104812,Luxury,0.604,Card Not Present
M104813,Electronics,0.052,P2P
M104814,Digital Wallet,0.291,Card Not Present
M104815,Telecom,0.24,Wire
M104816,Grocery,0.163,Wire
M104817,Digital Wallet,0.612,Card Not Present
M104818,Gaming,0.171,Wire
M104819,Grocery,0.353,Card Present
M104820,Luxury,0.292,Wire
M104821,Marketplace,0.247,Card Present
M104822,Marketplace,0.316,Online Banking
M104823,Luxury,0.359,Wire
M104824,Luxury,0.136,Card Present
M104825,Digital Wallet,0.308,Online Banking
M104826,Travel,0.213,Online Banking
M104827,Marketplace,0.187,Online Banking
M104828,Gaming,0.323,P2P
M104829,Telecom,0.072,Wire
M104830,Travel,0.618,Card Present
M104831,Telecom,0.281,P2P
M104832,Telecom,0.39,P2P
M104833,Electronics,0.377,Card Present
M104834,Travel,0.158,Card Not Present
M104835,Electronics,0.177,Card Present
M104836,Gaming,0.174,Online Banking
M104837,Gaming,0.19,Online Banking
M104838,Travel,0.425,P2P
M104839,Gaming,0.097,Online Banking
M104840,Utilities,0.554,Card Not Present
M104841,Digital Wallet,0.162,P2P
M104842,Travel,0.449,Card Not Present
M104843,Electronics,0.315,Online Banking
M104844,Telecom,0.079,Online Banking
M104845,Fuel,0.442,P2P
M104846,Marketplace,0.365,Card Not Present
M104847,Electronics,0.148,Card Present
M104848,Digital Wallet,0.519,Wire
M104849,Telecom,0.319,Wire
M104850,Gaming,0.092,Card Present
M104851,Fuel,0.203,Wire
M104852,Telecom,0.071,Online Banking
M104853,Travel,0.578,Card Not Present
M104854,Gaming,0.302,P2P
M104855,Luxury,0.109,P2P
M104856,Telecom,0.021,Card Present
M104857,Electronics,0.209,Wire
M104858,Luxury,0.637,Online Banking
M104859,Fuel,0.218,Card Not Present
M104860,Gaming,0.101,P2P
M104861,Luxury,0.191,P2P
M104862,Electronics,0.136,Online Banking
M104863,Digital Wallet,0.117,Wire
M104864,Fuel,0.19,Online Banking
M104865,Luxury,0.304,P2P
M104866,Grocery,0.137,Card Present
M104867,Gaming,0.388,Card Present
M104868,Gaming,0.083,P2P
M104869,Grocery,0.058,Card Present
M104870,Gaming,0.069,Online Banking
M104871,Digital Wallet,0.228,Card Present
M104872,Fuel,0.398,Card Present
M104873,Electronics,0.012,Wire
M104874,Gaming,0.487,Card Present
M104875,Fuel,0.188,Card Present
M104876,Travel,0.427,Card Not Present
M104877,Telecom,0.475,P2P
M104878,Telecom,0.561,P2P
M104879,Telecom,0.374,P2P
M104880,Luxury,0.261,Wire
M104881,Fuel,0.479,Online Banking
M104882,Fuel,0.23,P2P
M104883,Grocery,0.44,Online Banking
M104884,Gaming,0.074,Card Not Present
M104885,Grocery,0.364,Wire
M104886,Fuel,0.122,Online Banking
M104887,Fuel,0.075,Card Present
M104888,Grocery,0.271,Card Present
M104889,Utilities,0.07,Card Not Present
M104890,Grocery,0.299,P2P
M104891,Electronics,0.148,P2P
M104892,Telecom,0.176,P2P
M104893,Gaming,0.377,Card Present
M104894,Digital Wallet,0.163,Wire
M104895,Marketplace,0.583,P2P
M104896,Marketplace,0.263,Card Not Present
M104897,Utilities,0.175,Wire
M104898,Gaming,0.024,P2P
M104899,Utilities,0.216,Card Present
M104900,Digital Wallet,0.135,Online Banking
M104901,Grocery,0.183,P2P
M104902,Luxury,0.155,Online Banking
M104903,Gaming,0.295,Card Present
M104904,Utilities,0.111,Card Not Present
M104905,Gaming,0.249,Card Not Present
M104906,Marketplace,0.12,Wire
M104907,Electronics,0.02,Card Present
M104908,Travel,0.309,Online Banking
M104909,Digital Wallet,0.478,Card Not Present
M104910,Travel,0.07,Card Present
M104911,Grocery,0.567,Online Banking
M104912,Electronics,0.475,Card Not Present
M104913,Electronics,0.121,P2P
M104914,Gaming,0.232,P2P
M104915,Luxury,0.206,Card Present
M104916,Electronics,0.443,Card Not Present
M104917,Luxury,0.077,Online Banking
M104918,Electronics,0.286,Card Not Present
M104919,Electronics,0.075,Card Present
M104920,Electronics,0.528,Card Not Present
M104921,Marketplace,0.247,Card Not Present
M104922,Travel,0.37,Card Present
M104923,Fuel,0.121,Wire
M104924,Utilities,0.234,Online Banking
M104925,Luxury,0.054,Card Present
M104926,Electronics,0.259,Card Present
M104927,Travel,0.458,Wire
M104928,Utilities,0.269,Wire
M104929,Grocery,0.193,P2P
M104930,Luxury,0.073,Card Not Present
M104931,Luxury,0.097,Card Present
M104932,Luxury,0.068,Wire
M104933,Utilities,0.121,P2P
M104934,Electronics,0.117,P2P
M104935,Digital Wallet,0.068,Wire
M104936,Luxury,0.632,P2P
M104937,Marketplace,0.063,Online Banking
M104938,Grocery,0.45,Card Present
M104939,Telecom,0.162,Card Present
M104940,Luxury,0.067,Online Banking
M104941,Utilities,0.08,P2P
M104942,Gaming,0.134,Card Not Present
M104943,Utilities,0.147,Card Not Present
M104944,Luxury,0.201,P2P
M104945,Marketplace,0.213,Card Present
M104946,Grocery,0.168,Card Not Present
M104947,Fuel,0.354,Card Present
M104948,Gaming,0.033,Wire
M104949,Electronics,0.053,Card Present
M104950,Telecom,0.198,P2P
M104951,Telecom,0.319,Online Banking
M104952,Gaming,0.686,Card Not Present
M104953,Utilities,0.376,Online Banking
M104954,Travel,0.181,Card Present
M104955,Fuel,0.427,Card Present
M104956,Telecom,0.378,Card Not Present
M104957,Electronics,0.292,Card Present
M104958,Utilities,0.114,Card Present
M104959,Gaming,0.513,Online Banking
M104960,Digital Wallet,0.313,Card Not Present
M104961,Utilities,0.08,Online Banking
M104962,Fuel,0.213,Online Banking
M104963,Fuel,0.225,Wire
M104964,Utilities,0.08,Card Present
M104965,Grocery,0.366,Card Present
M104966,Utilities,0.244,Card Present
M104967,Telecom,0.332,Wire
M104968,Electronics,0.291,Wire
M104969,Electronics,0.299,Card Present
M104970,Fuel,0.165,Card Present
M104971,Utilities,0.397,Card Not Present
M104972,Luxury,0.241,P2P
M104973,Travel,0.625,Card Present
M104974,Grocery,0.329,P2P
M104975,Grocery,0.071,P2P
M104976,Grocery,0.176,Wire
M104977,Digital Wallet,0.508,Card Not Present
M104978,Grocery,0.191,Wire
M104979,Telecom,0.138,Wire
M104980,Luxury,0.078,Wire
M104981,Marketplace,0.078,Wire
M104982,Gaming,0.159,P2P
M104983,Fuel,0.474,Card Not Present
M104984,Grocery,0.286,Online Banking
M104985,Utilities,0.355,Wire
M104986,Grocery,0.183,Wire
M104987,Utilities,0.221,Card Not Present
M104988,Gaming,0.451,Wire
M104989,Grocery,0.266,Wire
M104990,Gaming,0.046,Online Banking
M104991,Luxury,0.521,Wire
M104992,Digital Wallet,0.66,Card Not Present
M104993,Luxury,0.143,Card Not Present
M104994,Grocery,0.313,Online Banking
M104995,Grocery,0.094,P2P
M104996,Marketplace,0.502,Wire
M104997,Utilities,0.721,Online Banking
M104998,Gaming,0.1,Wire
M104999,Digital Wallet,0.25,Card Present
