transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score_x,is_night_flag,alert_generated,fraud_label,customer_match,merchant_match,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score,merchant_category,merchant_risk_score_y,channel_default,risk_score_v2,risk_category_v2,recommended_action,sla_priority,top_reason_codes,reason_code_1,reason_code_2,reason_code_3,reason_codes
T9001317,2025-03-22 01:28:00,C101860,M101860,Online Banking,28.61,US,14,0.728,0,5,8,8.0,0.053,0,0,0,True,True,76.0,1970-01-07,Mass,CA,1.0,Low,0.303,Luxury,0.067,Online Banking,34.30994999999999,Medium Risk,Analyst review,Review within 24 hours,"['Elevated device risk', 'High short-term transaction velocity']",Elevated device risk,High short-term transaction velocity,,Elevated device risk | High short-term transaction velocity
T9052567,2025-04-09 22:07:00,C101861,M101861,Card Not Present,107.21,NG,13,0.166,1,0,6,3131.7,0.299,0,0,0,True,True,56.0,1970-05-17,Mass,US,0.0,High,0.153,Utilities,0.08,P2P,68.06184999999999,High Risk,Immediate escalation,Same day review,"['New device activity', 'Geographic anomaly', 'Higher-risk merchant category']",New device activity,Geographic anomaly,Higher-risk merchant category,New device activity | Geographic anomaly | Higher-risk merchant category
T9031767,2025-02-28 19:15:00,C101862,M101862,Online Banking,21.48,US,19,0.435,0,1,2,12.4,0.06,0,0,0,True,True,68.0,1970-01-22,Mass,US,0.0,High,0.064,Gaming,0.134,Card Not Present,7.30375,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Higher-risk merchant category']",Elevated device risk,Higher-risk merchant category,,Elevated device risk | Higher-risk merchant category
T9053766,2025-04-20 17:50:00,C101863,M101863,Online Banking,22.42,US,21,0.196,0,0,1,77.0,0.079,0,0,0,False,True,,,,,,,,Utilities,0.147,Card Not Present,1.71585,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9058356,2025-01-06 03:23:00,C101864,M101864,Card Present,82.89,UK,1,0.318,0,0,2,48.5,0.054,1,0,0,True,True,52.0,1970-01-17,Mass,UK,0.0,Low,0.158,Luxury,0.201,P2P,13.8151,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Geographic anomaly']",Night-time transaction,Geographic anomaly,,Night-time transaction | Geographic anomaly
T9021764,2025-03-30 04:24:00,C101865,M101865,Online Banking,43.28,US,10,0.518,0,2,4,14.3,0.213,0,0,0,True,True,41.0,1970-07-27,Affluent,US,1.0,Medium,0.428,Marketplace,0.213,Card Present,14.37595,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity']",Elevated device risk,High short-term transaction velocity,,Elevated device risk | High short-term transaction velocity
T9057248,2025-01-07 18:12:00,C101866,M101866,Card Not Present,28.82,SG,20,0.218,0,0,2,53.0,0.155,0,0,0,True,True,50.0,1970-06-10,Mass,US,1.0,High,0.183,Grocery,0.168,Card Not Present,1.87275,Low Risk,Monitor / sample audit,Weekly monitoring,['Geographic anomaly'],Geographic anomaly,,,Geographic anomaly
T9004883,2025-03-11 12:44:00,C101867,M101867,P2P,202.05,US,14,0.499,0,2,5,9.0,0.483,0,0,0,True,True,47.0,1970-02-04,Mass,IN,1.0,Medium,0.458,Fuel,0.354,Card Present,29.8322,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'Elevated device risk', 'Elevated merchant risk']",High-risk transaction channel,Elevated device risk,Elevated merchant risk,High-risk transaction channel | Elevated device risk | Elevated merchant risk
T9042829,2025-04-16 16:39:00,C101868,M101868,Card Present,25.38,AE,10,0.758,0,1,2,5.4,0.024,0,0,0,True,True,21.0,1970-07-11,Mass,US,1.0,Low,0.023,Gaming,0.033,Wire,7.274100000000001,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Higher-risk merchant category']",Elevated device risk,Higher-risk merchant category,,Elevated device risk | Higher-risk merchant category
T9041839,2025-04-23 21:20:00,C101869,M101869,Card Present,24.69,DE,15,0.187,0,0,4,2453.5,0.19,0,0,0,True,True,43.0,1970-01-13,Mass,US,1.0,Low,0.107,Electronics,0.053,Card Present,38.87775,Medium Risk,Analyst review,Review within 24 hours,['Geographic anomaly'],Geographic anomaly,,,Geographic anomaly
T9039943,2025-03-15 14:02:00,C101870,M101870,P2P,38.73,AE,15,0.109,0,2,4,0.6,0.177,0,0,0,True,True,27.0,1970-01-05,Mass,CA,0.0,Low,0.641,Telecom,0.198,P2P,29.062800000000003,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'High short-term transaction velocity']",High-risk transaction channel,High short-term transaction velocity,,High-risk transaction channel | High short-term transaction velocity
T9000689,2025-02-05 02:33:00,C101871,M101871,Online Banking,12.45,US,14,0.648,0,1,5,4.6,0.071,0,0,0,True,True,47.0,1970-01-02,Mass,US,0.0,Medium,0.139,Telecom,0.319,Online Banking,8.741650000000002,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9009367,2025-02-19 02:22:00,C101872,M101872,P2P,78.77,AE,20,0.423,0,1,1,55.0,0.074,0,0,0,True,True,71.0,1970-03-26,Mass,IN,0.0,Low,0.316,Gaming,0.686,Card Not Present,22.441850000000002,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated device risk', 'Geographic anomaly']",High-risk transaction channel,Elevated device risk,Geographic anomaly,High-risk transaction channel | Elevated device risk | Geographic anomaly
T9006627,2025-01-19 18:52:00,C101873,M101873,Card Present,210.61,US,4,0.245,0,1,2,741.1,0.376,1,0,0,True,True,54.0,1970-02-01,Mass,US,0.0,Low,0.104,Utilities,0.376,Online Banking,30.23415,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated merchant risk', 'Geographic anomaly']",Night-time transaction,Elevated merchant risk,Geographic anomaly,Night-time transaction | Elevated merchant risk | Geographic anomaly
T9056212,2025-01-25 10:52:00,C101874,M101874,Card Present,280.61,AE,11,0.159,1,1,4,25.5,0.221,0,0,0,True,True,28.0,1970-03-25,Mass,UK,0.0,Medium,0.121,Travel,0.181,Card Present,26.4554,Medium Risk,Analyst review,Review within 24 hours,['New device activity'],New device activity,,,New device activity
T9011380,2025-02-18 01:10:00,C101875,M101875,Card Not Present,17.21,UK,2,0.273,1,3,6,3.0,0.175,1,0,0,True,True,56.0,1970-07-03,Mass,IN,1.0,Low,0.149,Fuel,0.427,Card Present,51.1395,High Risk,Immediate escalation,Same day review,"['New device activity', 'Night-time transaction', 'High short-term transaction velocity']",New device activity,Night-time transaction,High short-term transaction velocity,New device activity | Night-time transaction | High short-term transaction velocity
T9027296,2025-04-23 22:00:00,C101876,M101876,Card Present,69.51,US,17,0.042,0,1,4,2.4,0.079,0,0,0,True,True,38.0,1970-03-09,Mass,IN,0.0,Medium,0.517,Telecom,0.378,Card Not Present,8.058349999999999,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9017155,2025-02-02 10:56:00,C101877,M101877,Online Banking,50.95,US,12,0.302,0,2,5,13.0,0.162,0,0,0,True,True,25.0,1970-04-02,Mass,US,0.0,Low,0.043,Electronics,0.292,Card Present,14.7948,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9037762,2025-01-15 03:47:00,C101878,M101878,P2P,146.59,AE,9,0.295,1,1,4,13.5,0.269,0,0,0,True,True,37.0,1970-04-08,SME,IN,1.0,Low,0.172,Utilities,0.114,Card Present,41.3166,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'High-risk transaction channel', 'Higher-risk merchant category']",New device activity,High-risk transaction channel,Higher-risk merchant category,New device activity | High-risk transaction channel | Higher-risk merchant category
T9022722,2025-01-07 02:55:00,C101879,M101879,Card Not Present,83.57,US,20,0.482,0,1,5,407.2,0.37,0,0,0,True,True,26.0,1970-02-01,Affluent,CA,0.0,Medium,0.248,Gaming,0.513,Online Banking,14.783999999999999,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Elevated merchant risk', 'Geographic anomaly']",Elevated device risk,Elevated merchant risk,Geographic anomaly,Elevated device risk | Elevated merchant risk | Geographic anomaly
T9040918,2025-01-25 12:17:00,C101880,M101880,Card Not Present,148.95,GB,8,0.332,0,0,2,3651.9,0.046,0,0,0,True,True,50.0,1970-05-14,Affluent,AE,1.0,Medium,0.093,Digital Wallet,0.313,Card Not Present,55.8684,High Risk,Immediate escalation,Same day review,['Geographic anomaly'],Geographic anomaly,,,Geographic anomaly
T9011986,2025-01-31 07:23:00,C101881,M101881,Online Banking,194.94,US,9,0.33,0,0,0,4.5,0.021,0,0,0,True,True,76.0,1970-01-16,SME,US,0.0,Medium,0.36,Utilities,0.08,Online Banking,0.15315,Low Risk,Monitor / sample audit,Weekly monitoring,['Higher-risk merchant category'],Higher-risk merchant category,,,Higher-risk merchant category
T9044806,2025-04-06 09:00:00,C101882,M101882,Card Not Present,112.78,BR,14,0.143,0,1,3,2391.1,0.45,0,0,0,True,True,66.0,1970-05-28,Mass,UK,1.0,Medium,0.537,Fuel,0.213,Online Banking,43.46975,Medium Risk,Analyst review,Review within 24 hours,"['Elevated merchant risk', 'Geographic anomaly', 'Higher-risk merchant category']",Elevated merchant risk,Geographic anomaly,Higher-risk merchant category,Elevated merchant risk | Geographic anomaly | Higher-risk merchant category
T9051576,2025-04-28 00:57:00,C101883,M101883,Online Banking,165.84,IN,14,0.347,0,2,6,3408.4,0.292,0,1,0,True,True,40.0,1970-01-23,Mass,IN,0.0,Low,0.264,Fuel,0.225,Wire,66.25655,High Risk,Immediate escalation,Same day review,"['High short-term transaction velocity', 'Geographic anomaly', 'Higher-risk merchant category']",High short-term transaction velocity,Geographic anomaly,Higher-risk merchant category,High short-term transaction velocity | Geographic anomaly | Higher-risk merchant category
T9001057,2025-03-02 12:33:00,C101884,M101884,Card Present,382.08,IN,19,0.211,1,0,1,469.5,0.609,0,0,0,True,True,30.0,1970-06-06,Mass,US,0.0,Low,0.141,Utilities,0.08,Card Present,25.686600000000002,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Elevated merchant risk', 'Geographic anomaly']",New device activity,Elevated merchant risk,Geographic anomaly,New device activity | Elevated merchant risk | Geographic anomaly
T9037998,2025-02-19 22:30:00,C101885,M101885,Card Present,48.36,IN,9,0.168,0,0,3,14.9,0.147,0,0,0,True,True,66.0,1970-05-18,Affluent,US,1.0,Low,0.128,Grocery,0.366,Card Present,1.78755,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9014131,2025-02-26 05:21:00,C101886,M101886,P2P,138.63,UK,17,0.236,1,1,4,19.3,0.174,0,0,0,True,True,21.0,1970-03-03,Mass,UK,1.0,Low,0.353,Utilities,0.244,Card Present,41.3746,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'High-risk transaction channel', 'Higher-risk merchant category']",New device activity,High-risk transaction channel,Higher-risk merchant category,New device activity | High-risk transaction channel | Higher-risk merchant category
T9051306,2025-01-28 08:07:00,C101887,M101887,Card Not Present,90.04,IN,1,0.35,0,0,1,68.6,0.155,1,0,0,False,True,,,,,,,,Telecom,0.332,Wire,13.63975,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Geographic anomaly']",Night-time transaction,Geographic anomaly,,Night-time transaction | Geographic anomaly
T9052880,2025-01-11 01:59:00,C101888,M101888,P2P,149.82,US,19,0.243,0,1,1,28.8,0.474,0,0,0,True,True,20.0,1970-02-12,Mass,IN,0.0,Medium,0.206,Electronics,0.291,Wire,22.063850000000002,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated merchant risk']",High-risk transaction channel,Elevated merchant risk,,High-risk transaction channel | Elevated merchant risk
T9006851,2025-03-10 02:57:00,C101889,M101889,Online Banking,49.15,US,20,0.474,1,3,7,9.2,0.286,0,0,0,True,True,36.0,1970-04-23,SME,US,1.0,Low,0.487,Electronics,0.299,Card Present,39.7994,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Elevated device risk', 'High short-term transaction velocity']",New device activity,Elevated device risk,High short-term transaction velocity,New device activity | Elevated device risk | High short-term transaction velocity
T9057307,2025-01-09 05:57:00,C101890,M101890,Card Present,97.59,US,0,0.174,0,4,6,23.7,0.355,1,0,0,True,True,34.0,1970-04-03,Mass,SG,1.0,Low,0.189,Fuel,0.165,Card Present,39.45225,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High short-term transaction velocity', 'Higher-risk merchant category']",Night-time transaction,High short-term transaction velocity,Higher-risk merchant category,Night-time transaction | High short-term transaction velocity | Higher-risk merchant category
T9063199,2025-03-19 10:47:00,C101891,M101891,Online Banking,33.33,CA,15,0.546,0,2,7,2.6,0.176,0,0,0,True,True,56.0,1970-01-20,Mass,UK,1.0,Low,0.476,Utilities,0.397,Card Not Present,15.7019,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated device risk,High short-term transaction velocity,Higher-risk merchant category,Elevated device risk | High short-term transaction velocity | Higher-risk merchant category
T9062783,2025-04-16 02:35:00,C101892,M101892,Card Not Present,11.07,CA,16,0.51,0,1,4,22.0,0.218,0,0,0,True,True,71.0,1970-02-24,Affluent,SG,1.0,Low,0.349,Luxury,0.241,P2P,8.4902,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9027143,2025-02-01 21:50:00,C101893,M101893,Card Not Present,41.37,CA,1,0.088,1,0,2,9.6,0.269,1,0,0,True,True,43.0,1970-02-16,Mass,AE,1.0,Low,0.224,Travel,0.625,Card Present,31.206349999999997,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction']",New device activity,Night-time transaction,,New device activity | Night-time transaction
T9060880,2025-02-25 22:50:00,C101894,M101894,Card Not Present,74.65,US,3,0.284,0,0,4,1.9,0.033,1,0,0,True,True,71.0,1970-01-17,Affluent,SG,1.0,High,0.084,Grocery,0.329,P2P,14.10445,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9033730,2025-01-19 10:36:00,C101895,M101895,Online Banking,175.45,UK,22,0.362,1,3,3,6.7,0.632,0,0,0,False,True,,,,,,,,Grocery,0.071,P2P,37.785799999999995,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Elevated merchant risk', 'High short-term transaction velocity']",New device activity,Elevated merchant risk,High short-term transaction velocity,New device activity | Elevated merchant risk | High short-term transaction velocity
T9019443,2025-03-01 12:26:00,C101896,M101896,Online Banking,22.34,AE,7,0.092,0,1,5,6.3,0.366,0,0,0,True,True,19.0,1970-04-30,Mass,IN,0.0,Low,0.05,Grocery,0.176,Wire,8.6724,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated merchant risk'],Elevated merchant risk,,,Elevated merchant risk
T9056041,2025-01-19 02:11:00,C101897,M101897,Online Banking,16.78,US,0,0.193,1,1,5,14.5,0.388,1,0,0,True,True,77.0,1970-03-05,SME,US,0.0,Medium,0.207,Digital Wallet,0.508,Card Not Present,38.823949999999996,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'Elevated merchant risk']",New device activity,Night-time transaction,Elevated merchant risk,New device activity | Night-time transaction | Elevated merchant risk
T9014998,2025-01-07 23:37:00,C101898,M101898,Card Present,98.31,UK,3,0.465,0,0,0,8.8,0.377,1,0,0,True,True,43.0,1970-05-09,Affluent,US,1.0,Medium,0.137,Grocery,0.191,Wire,12.3048,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk', 'Elevated merchant risk']",Night-time transaction,Elevated device risk,Elevated merchant risk,Night-time transaction | Elevated device risk | Elevated merchant risk
T9050022,2025-04-17 01:55:00,C101899,M101899,Card Not Present,399.43,US,4,0.073,1,1,4,41.2,0.201,1,0,0,False,True,,,,,,,,Telecom,0.138,Wire,38.6664,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'Geographic anomaly']",New device activity,Night-time transaction,Geographic anomaly,New device activity | Night-time transaction | Geographic anomaly
T9041354,2025-01-18 20:03:00,C101900,M101900,Card Not Present,48.47,BR,2,0.239,0,0,3,295.7,0.134,1,0,0,True,True,31.0,1970-05-18,Affluent,US,1.0,Low,0.253,Luxury,0.078,Wire,18.015349999999998,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Geographic anomaly']",Night-time transaction,Geographic anomaly,,Night-time transaction | Geographic anomaly
T9050570,2025-02-04 08:37:00,C101901,M101901,P2P,116.66,US,23,0.219,0,2,2,15.5,0.206,1,0,0,True,True,56.0,1970-07-21,Affluent,US,1.0,Medium,0.072,Marketplace,0.078,Wire,40.31815,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'High short-term transaction velocity']",Night-time transaction,High-risk transaction channel,High short-term transaction velocity,Night-time transaction | High-risk transaction channel | High short-term transaction velocity
T9022029,2025-04-11 18:42:00,C101902,M101902,P2P,35.89,US,5,0.278,0,1,3,16.6,0.316,1,0,0,True,True,42.0,1970-01-28,Mass,US,1.0,Low,0.096,Gaming,0.159,P2P,34.865899999999996,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Higher-risk merchant category']",Night-time transaction,High-risk transaction channel,Higher-risk merchant category,Night-time transaction | High-risk transaction channel | Higher-risk merchant category
T9048579,2025-01-06 16:38:00,C101903,M101903,Card Present,189.99,CA,4,0.187,0,2,2,0.7,0.554,1,0,0,True,True,74.0,1970-05-13,Mass,US,0.0,High,0.238,Fuel,0.474,Card Not Present,25.140349999999998,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated merchant risk', 'High short-term transaction velocity']",Night-time transaction,Elevated merchant risk,High short-term transaction velocity,Night-time transaction | Elevated merchant risk | High short-term transaction velocity
